base_port,complete,convergence_ms,coverage,data,fanout,gossip_wait,host,ihave_max_ids,mode,msg_id,overhead,peer_limit,peer_timeout,ping_interval,pow_k,pull_interval,reason,run_dir,seed_base,size,startup_wait,timestamp,topic,ttl
9000,True,2,1.0,hello,15,14.0,127.0.0.1,32,hybrid,e0f9be9e-b34b-4ccf-baf0-393b02946aad,63,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N10_seed100,100,10,8.0,1772115213087,news,12
9000,True,5,1.0,hello,15,14.0,127.0.0.1,32,hybrid,ab086946-a5b1-4d23-b242-22a59ffb40d6,71,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N10_seed101,101,10,8.0,1772115236169,news,12
9000,True,5,1.0,hello,15,14.0,127.0.0.1,32,hybrid,34bf8fd6-bb18-4e6f-a3f4-1b391031f4fd,72,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N10_seed102,102,10,8.0,1772115259258,news,12
9000,True,8,1.0,hello,15,14.0,127.0.0.1,32,hybrid,b6e5839f-de6d-457c-95b5-94de98174b11,81,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N10_seed103,103,10,8.0,1772115282353,news,12
9000,True,5,1.0,hello,15,14.0,127.0.0.1,32,hybrid,fc9f7266-aff6-4762-86b7-b7beba040da1,81,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N10_seed104,104,10,8.0,1772115305453,news,12
9000,True,8,1.0,hello,15,14.0,127.0.0.1,32,hybrid,a38d23e5-9512-4b2d-bba8-84f6c6b782d8,297,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N20_seed100,100,20,8.0,1772115329722,news,12
9000,True,7,1.0,hello,15,14.0,127.0.0.1,32,hybrid,0b14647b-093a-44bf-897c-c50a7ea44265,271,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N20_seed101,101,20,8.0,1772115353987,news,12
9000,True,6,1.0,hello,15,14.0,127.0.0.1,32,hybrid,39ef71fc-3c87-4ba7-9e38-4c8d7ae23814,261,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N20_seed102,102,20,8.0,1772115378238,news,12
9000,True,8,1.0,hello,15,14.0,127.0.0.1,32,hybrid,27618819-c64e-4fd0-b319-610f7433231c,272,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N20_seed103,103,20,8.0,1772115402506,news,12
9000,True,11,1.0,hello,15,14.0,127.0.0.1,32,hybrid,0c3e7b72-8c6a-4081-a298-bccfef264a61,328,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N20_seed104,104,20,8.0,1772115426785,news,12
9000,True,17,1.0,hello,15,14.0,127.0.0.1,32,hybrid,1b39ff67-db91-481f-842d-7d16acf0fbb8,775,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N50_seed100,100,50,8.0,1772115454487,news,12
9000,True,17,1.0,hello,15,14.0,127.0.0.1,32,hybrid,df67fa82-6808-417a-914a-f45bd8483b2c,737,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N50_seed101,101,50,8.0,1772115482171,news,12
9000,True,16,1.0,hello,15,14.0,127.0.0.1,32,hybrid,8c1bdf57-76e9-4cc2-b43a-c3bbd770707f,725,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N50_seed102,102,50,8.0,1772115509854,news,12
9000,True,16,1.0,hello,15,14.0,127.0.0.1,32,hybrid,3a749ab9-781a-4a89-82f2-c0db0cccf4f1,735,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N50_seed103,103,50,8.0,1772115537556,news,12
9000,True,15,1.0,hello,15,14.0,127.0.0.1,32,hybrid,a81b681d-f93b-4754-a7ba-aa8cea0e1844,755,50,15.0,5.0,0,2.0,,scripts/out/20260226_173654/mode_hybrid/N50_seed104,104,50,8.0,1772115565248,news,12
9000,True,5,1.0,hello,15,14.0,127.0.0.1,32,push,5cd066db-e6ff-4512-9ae8-3cb51072ddaf,78,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N10_seed100,100,10,8.0,1772114837912,news,12
9000,True,2,1.0,hello,15,14.0,127.0.0.1,32,push,a011e523-9428-4d97-bac6-6391e52b5011,65,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N10_seed101,101,10,8.0,1772114860992,news,12
9000,True,3,1.0,hello,15,14.0,127.0.0.1,32,push,d9967c43-0e86-41f3-b0b3-98679fa088c8,61,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N10_seed102,102,10,8.0,1772114884079,news,12
9000,True,4,1.0,hello,15,14.0,127.0.0.1,32,push,6e8e8ad7-ba58-4913-900d-5fd8c439d43b,62,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N10_seed103,103,10,8.0,1772114907147,news,12
9000,True,5,1.0,hello,15,14.0,127.0.0.1,32,push,ae4a174b-3977-4cd1-a0af-2d22e88bb387,66,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N10_seed104,104,10,8.0,1772114930244,news,12
9000,True,9,1.0,hello,15,14.0,127.0.0.1,32,push,7f90a716-7f84-48c3-871c-2e1082f93a04,300,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N20_seed100,100,20,8.0,1772114954499,news,12
9000,True,7,1.0,hello,15,14.0,127.0.0.1,32,push,b936864f-93b3-4c34-8094-1d69ccd82b1c,226,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N20_seed101,101,20,8.0,1772114978775,news,12
9000,True,10,1.0,hello,15,14.0,127.0.0.1,32,push,6706adc8-ab6c-4299-9c11-b75d2a8aeee0,270,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N20_seed102,102,20,8.0,1772115003045,news,12
9000,True,8,1.0,hello,15,14.0,127.0.0.1,32,push,10b6e3fc-5dd7-4590-b565-4f137c1646e8,270,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N20_seed103,103,20,8.0,1772115027301,news,12
9000,True,7,1.0,hello,15,14.0,127.0.0.1,32,push,49db1e6e-79ee-4bd5-86ec-ff9aac783c93,253,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N20_seed104,104,20,8.0,1772115051558,news,12
9000,True,12,1.0,hello,15,14.0,127.0.0.1,32,push,2e07f70d-a627-4272-adb2-4a8fd90a031b,710,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N50_seed100,100,50,8.0,1772115079266,news,12
9000,True,15,1.0,hello,15,14.0,127.0.0.1,32,push,e3cfbe2c-4aeb-4409-b2c4-e704a258d467,705,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N50_seed101,101,50,8.0,1772115106950,news,12
9000,True,19,1.0,hello,15,14.0,127.0.0.1,32,push,831bdf16-e68b-4bce-9919-9fd29c7dedd0,750,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N50_seed102,102,50,8.0,1772115134635,news,12
9000,True,10,1.0,hello,15,14.0,127.0.0.1,32,push,073c8225-29f1-406f-b869-5b60fdd5bfa5,720,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N50_seed103,103,50,8.0,1772115162320,news,12
9000,True,16,1.0,hello,15,14.0,127.0.0.1,32,push,a510ae6b-fd39-4749-8768-d406de3e6d91,726,50,15.0,5.0,0,0.0,,scripts/out/20260226_173654/mode_push/N50_seed104,104,50,8.0,1772115190001,news,12
